,station,id
21216,USC00518500,1
13974,USC00513123,1
24757,USC00510172,1
21193,USC00510115,1
28362,USC00519738,1
17640,USC00517948,1
10382,USC00513113,1
24773,USC00515647,1
24763,USC00513117,1
10372,USC00510055,1
13993,USC00519231,1
28342,USC00511370,1
28339,USC00510836,1
17615,USC00510350,1
21589,USW00022519,1
3065,USC00519281,1
24779,USC00518172,1
3051,USC00515766,1
21209,USC00515758,1
21314,USR0000HWVA,1
28354,USC00515781,1
21588,USW00022508,1
3166,USR0000HSCO,1
3064,USC00518945,1
21220,USC00518838,1
28450,USR0000HSCH,1
17646,USC00518905,1
3167,USR0000HSFB,1
17620,USC00512462,1
6722,USC00514830,1
14083,USR0000HMAP,1
6820,USR0000HMAR,1
10397,USC00518055,1
21312,USR0000HMRG,1
6707,USC00512410,1
21212,USC00517150,1
24783,USC00519195,1
10374,USC00510305,1
21203,USC00513734,1
3060,USC00518310,1
13975,USC00513208,1
17650,USC00519593,1
10404,USC00519603,1
10373,USC00510242,1
13967,USC00510340,1
13979,USC00515213,1
13990,USC00518340,1
6718,USC00514500,1
21310,USR0000HKAH,1
13992,USC00519190,1
17713,USR0000HKII,1
24761,USC00512570,1
13977,USC00514748,1
13982,USC00515785,1
10391,USC00514950,1
10405,USC00519955,1
17647,USC00518941,1
7073,USW00022526,1
6724,USC00515710,1
21194,USC00510456,1
21195,USC00510470,1
6720,USC00514742,1
6727,USC00515864,1
17613,USC00510240,1
24784,USC00519629,1
10399,USC00518217,1
17630,USC00515575,1
10767,USW00022536,1
13994,USC00519253,1
6716,USC00514272,1
24782,USC00518958,1
3050,USC00515560,1
24774,USC00516082,1
21210,USC00516850,1
17992,USW00022501,1
21207,USC00514735,1
10385,USC00513982,1
17636,USC00516433,1
21202,USC00513099,1
14082,USR0000HMAH,1
17637,USC00516529,1
21311,USR0000HMOL,1
6734,USC00518155,1
24767,USC00514561,1
10398,USC00518165,1
28346,USC00514568,1
10768,USW00022602,1
21222,USC00914401,1
17635,USC00516271,1
950,MQW00022701,1
3441,USW00022703,1
19106,MQC00914490,1
11141,AYW00068201,2
224,AYW00067401,2
25471,AYW00067402,2
4430,FP000091958,2
19169,PC000919640,2
18991,FP000091954,2
831,FP000091948,2
26103,FP000091938,2
18989,FP000091929,2
18990,FP000091943,2
4429,FP000091925,2
22646,KRW00060502,2
28363,USC00914278,2
13985,USC00516588,2
10388,USC00514620,2
21205,USC00514625,2
3045,USC00513423,2
6735,USC00518650,2
28360,USC00518652,2
21198,USC00511460,2
21200,USC00512249,2
17642,USC00518600,2
24778,USC00517421,2
6732,USC00517437,2
17619,USC00512121,2
3057,USC00517166,2
10383,USC00513146,2
17715,USR0000HPAL,2
6710,USC00512894,2
10390,USC00514763,2
28337,USC00510344,2
3062,USC00518552,2
21197,USC00511303,2
6714,USC00513455,2
17638,USC00516697,2
10487,USR0000HKMO,2
3162,USR0000HKEA,2
28338,USC00510740,2
17626,USC00513977,2
17627,USC00513980,2
6713,USC00513370,2
3044,USC00513368,2
13988,USC00517457,2
6702,USC00510298,2
6712,USC00513367,2
6704,USC00510746,2
6730,USC00516560,2
6729,USC00516546,2
6709,USC00512751,2
7069,USW00021514,2
3053,USC00516198,2
24776,USC00516552,2
28351,USC00515011,2
3049,USC00515018,2
17629,USC00515102,2
21211,USC00517026,2
10384,USC00513872,2
3056,USC00517023,2
17617,USC00511557,2
3439,USW00021515,2
6721,USC00514764,2
3040,USC00511270,2
3165,USR0000HPTK,2
6715,USC00513510,2
10488,USR0000HPTA,2
3041,USC00511487,2
6706,USC00512182,2
7068,USW00021503,2
3438,USW00021504,2
17625,USC00513911,2
6719,USC00514632,2
13970,USC00511484,2
21586,USW00021510,2
14085,USR0000HPTP,2
21215,USC00518063,2
10380,USC00512156,2
17991,USW00021508,2
17716,USR0000HPTW,2
21217,USC00518555,2
21313,USR0000HPUW,2
17634,USC00516183,2
21309,USR0000HHAK,2
3047,USC00514765,2
10396,USC00518000,2
3042,USC00511960,2
24777,USC00516725,2
10379,USC00511955,2
17616,USC00510905,2
17648,USC00519142,2
24766,USC00514459,2
13991,USC00518780,2
13989,USC00518186,2
24772,USC00515427,2
17623,USC00513078,2
13980,USC00515260,2
28356,USC00516180,2
21201,USC00513077,2
10395,USC00517131,2
24780,USC00518422,2
17649,USC00519557,2
21214,USC00517312,2
13987,USC00517204,2
10378,USC00511856,2
24760,USC00510840,3
28349,USC00514928,3
3048,USC00514938,3
6725,USC00515721,3
10389,USC00514675,3
3046,USC00514680,3
3059,USC00518181,3
28348,USC00514670,3
10394,USC00516806,3
10377,USC00511339,3
21219,USC00518830,3
21206,USC00514683,3
17645,USC00518828,3
6736,USC00518760,3
28347,USC00514634,3
6731,USC00517000,3
3161,USR0000HKAU,3
6723,USC00515006,3
13978,USC00515004,3
17628,USC00514725,3
13969,USC00511008,3
3039,USC00510992,3
10376,USC00511122,3
28350,USC00515000,3
28340,USC00511004,3
24770,USC00515009,3
17643,USC00518743,3
3055,USC00516594,3
13986,USC00516591,3
13972,USC00511921,3
28341,USC00511125,3
21208,USC00514771,3
21213,USC00517194,3
17641,USC00518336,3
24765,USC00514091,3
6708,USC00512630,3
21196,USC00510995,3
21199,USC00511930,3
21204,USC00513910,3
17622,USC00512679,3
17639,USC00517566,3
3440,USW00022516,3
13968,USC00510832,3
28358,USC00517857,3
953,MX000003012,3
26243,MX000003068,3
26242,MX000003035,3
8225,MX000003029,3
22695,MX000003061,3
19110,MX000003073,3
15537,MX000002015,3
11901,MX000002041,3
26256,MX000026179,3
11916,MX000026032,3
8224,MX000002006,3
4551,MX000002043,3
19135,MX000026074,3
4550,MX000002032,4
4552,MX000002065,4
19109,MX000002072,4
11917,MX000026076,4
19108,MX000002069,4
11900,MX000002038,4
26241,MX000002034,4
28805,USW00093115,4
14282,USW00003178,4
12251,USC00028070,4
21600,USW00023196,4
21290,USR0000CPOT,4
8589,USC00029652,4
25049,USW00003164,4
4962,USC00041758,4
14279,USW00003145,4
15933,USC00041252,4
26620,USC00040968,4
25138,USW00023195,4
12330,USC00045840,4
8618,USC00040514,4
14064,USR0000CSMI,4
4957,USC00041288,4
10860,USW00093112,4
19559,USC00047738,4
19472,USC00029657,4
4926,USC00029653,4
14028,USR0000CCAM,4
23052,USC00029656,4
10863,USW00093145,4
10786,USW00023188,4
3114,USR0000CBUU,4
12306,USC00042713,4
19560,USC00047741,4
19521,USC00044735,4
1374,USC00042705,4
26640,USC00042706,4
25048,USW00003131,4
8640,USC00043410,4
10788,USW00023199,4
3522,USW00093103,4
21253,USR0000CALP,4
17909,USW00003144,4
23085,USC00040136,5
12316,USC00044223,5
1350,USC00040134,5
8628,USC00042406,5
3119,USR0000CDES,5
7084,USW00023178,5
26656,USC00044711,5
18072,USW00093107,5
15975,USC00045968,5
3130,USR0000CLAG,5
1382,USC00043489,5
23021,USC00024299,5
15942,USC00042709,5
14066,USR0000CSQU,5
3140,USR0000CPIC,5
26621,USC00041048,5
26653,USC00044227,5
23103,USC00042350,5
28397,USR0000CCAA,5
15938,USC00042239,5
10445,USR0000CFIS,5
5013,USC00047228,5
6794,USR0000CPHI,5
1414,USC00047111,5
12345,USC00047248,5
21672,USW00093117,5
7126,USW00053120,5
1381,USC00043434,5
12344,USC00047226,5
5014,USC00047231,5
14038,USR0000CGOO,5
6785,USR0000CJUL,5
4983,USC00044412,5
15994,USC00047874,5
8632,USC00042871,5
12318,USC00044418,5
1376,USC00042862,5
26643,USC00042863,5
17911,USW00003177,5
8659,USC00046383,5
26679,USC00046386,5
23165,USC00049379,5
18074,USW00093118,5
19540,USC00046377,5
3493,USW00053121,5
14057,USR0000CRCH,5
26700,USC00049378,5
23092,USC00040983,5
7085,USW00023181,5
8686,USC00049232,5
6811,USR0000CVAL,5
4981,USC00043914,5
1433,USC00049377,5
25208,USW00093116,5
1402,USC00046198,5
5001,USC00046197,5
12286,USC00040986,5
16011,USC00049447,5
14046,USR0000CLSF,5
21510,USW00003154,5
12280,USC00040395,5
1384,USC00043690,5
1377,USC00042958,5
21298,USR0000CTAR,5
1410,USC00046657,5
6761,USR0000CAMM,5
4901,USC00025921,6
23039,USC00027555,6
28643,USW00003196,6
23028,USC00025924,6
19463,USC00027619,6
15884,USC00027326,6
19436,USC00021231,6
19470,USC00028865,6
8580,USC00027625,6
4874,USC00020380,6
3494,USW00053132,6
21234,USR0000AHPK,6
12249,USC00027990,6
14017,USR0000ASAS,6
10826,USW00053006,6
4889,USC00022797,6
15887,USC00027593,6
3075,USR0000AEMP,6
1300,USC00026233,6
19447,USC00023981,6
26559,USC00023668,6
28382,USR0000ASES,6
1310,USC00027726,6
1295,USC00023975,6
21645,USW00053168,6
8563,USC00023973,6
8574,USC00026132,6
15872,USC00024675,6
15885,USC00027403,6
12208,USC00020287,6
15893,USC00028569,6
26573,USC00026630,6
3449,USW00023160,6
26552,USC00022216,6
7080,USW00023109,6
4910,USC00027398,6
6752,USR0000ARIN,6
12254,USC00029109,6
1320,USC00028815,6
7127,USW00053131,6
15847,USC00020415,6
26586,USC00028805,6
15896,USC00028800,6
4916,USC00028795,6
23046,USC00028817,6
1319,USC00028796,6
8550,USC00022480,6
1308,USC00027355,6
19462,USC00027600,6
28380,USR0000ASAG,6
4887,USC00022159,6
1316,USC00028590,6
15843,USC00020080,6
23042,USC00027915,6
3099,USR0000ASOL,6
23031,USC00026202,6
8571,USC00025733,6
1283,USC00021357,6
17651,USR0000ACAR,6
1299,USC00025735,6
12231,USC00025732,6
4900,USC00025734,6
15844,USC00020088,6
1305,USC00027058,6
23043,USC00027984,6
15877,USC00026116,6
4913,USC00027530,6
4902,USC00026119,7
12233,USC00026117,7
12236,USC00026513,7
12256,USC00029211,7
1324,USC00029382,7
26588,USC00029215,7
15892,USC00028396,7
15846,USC00020404,7
23026,USC00025627,7
26553,USC00022807,7
19440,USC00022430,7
12241,USC00027187,7
3495,USW00053154,7
6990,USW00003125,7
1311,USC00027751,7
12252,USC00028177,7
15855,USC00021306,7
8567,USC00025274,7
12258,USC00029420,7
21233,USR0000AHOR,7
8556,USC00023393,7
21231,USR0000AHAL,7
3450,USW00023168,7
3497,USW00053176,7
21223,USR0000ABAR,7
4888,USC00022434,7
14418,USW00053162,7
26547,USC00021314,7
8552,USC00023027,7
26574,USC00027370,7
23030,USC00026194,7
12230,USC00025633,7
23024,USC00025270,7
26576,USC00027480,7
1312,USC00028268,7
19439,USC00021514,7
26564,USC00024702,7
25133,USW00023104,7
1284,USC00021511,7
19467,USC00028351,7
19466,USC00028348,7
15891,USC00028349,7
15882,USC00026479,7
4896,USC00024829,7
25178,USW00053156,7
24790,USR0000AGLO,7
1313,USC00028356,7
28381,USR0000ASCA,7
4879,USC00021026,7
19445,USC00023505,7
8582,USC00028112,7
4917,USC00029015,7
26575,USC00027477,7
26083,CI000085469,8
15549,MX000014096,8
967,MX000014081,8
22709,MX000018029,8
19125,MX000018019,8
15538,MX000003005,8
22728,MX000076458,8
4553,MX000003066,8
15539,MX000003030,8
8235,MX000010025,8
15548,MX000010023,8
15540,MX000003074,8
978,MX000025081,8
22703,MX000010018,8
11907,MX000010060,8
4574,MX000025110,8
15553,MX000025063,8
26254,MX000025046,8
22704,MX000010029,8
8234,MX000008172,8
977,MX000025023,8
8245,MX000025007,8
11914,MX000025017,8
15545,MX000008071,8
8233,MX000008161,8
15555,MX000026053,8
26247,MX000008029,8
26255,MX000026102,8
22720,MX000026183,8
15556,MX000026075,8
4560,MX000008085,8
19117,MX000008108,8
4559,MX000008038,8
22700,MX000008044,8
11904,MX000008102,8
958,MX000008028,8
19116,MX000008092,9
979,MX000026101,9
8231,MX000008004,9
11905,MX000008157,9
26248,MX000008142,9
19134,MX000026049,9
15554,MX000026031,9
8246,MX000026077,9
960,MX000008097,9
11915,MX000026029,9
4575,MX000026067,9
8232,MX000008103,9
26246,MX000008010,9
24425,USC00417813,9
22701,MX000008066,9
6288,USC00411416,9
4561,MX000008184,9
10034,USC00419275,9
19118,MX000008155,9
17280,USC00419295,9
6360,USC00418305,9
9960,USC00413266,9
27469,USC00290426,9
15866,USC00022659,9
4886,USC00022140,9
19441,USC00022669,9
22702,MX000008121,9
26550,USC00022139,9
4894,USC00023996,9
19443,USC00023071,9
10032,USC00419088,9
4878,USC00020773,9
12213,USC00020768,9
21227,USR0000ACAA,9
26545,USC00020775,9
15898,USC00029562,9
3518,USW00093026,9
2180,USC00292757,9
17217,USC00413033,9
20371,USC00293690,9
12247,USC00027880,9
10676,USW00003124,9
23025,USC00025418,9
21643,USW00053146,9
13604,USC00418435,9
6374,USC00419966,9
23045,USC00028619,9
4873,USC00020300,9
12217,USC00022902,9
6356,USC00417920,9
28730,USW00023059,9
3098,USR0000ARUC,9
9949,USC00412012,9
8238,MX000012052,10
990,MX000076654,10
969,MX000016094,10
19123,MX000016031,10
8239,MX000016144,10
22708,MX000016030,10
19121,MX000014040,10
19124,MX000016141,10
15550,MX000016065,10
19119,MX000011001,10
11910,MX000014017,10
11908,MX000011036,10
4567,MX000014121,10
4566,MX000014066,10
19122,MX000014147,10
11911,MX000014039,10
8237,MX000011095,10
15559,MX000032067,10
19137,MX000032019,10
22727,MX000032032,10
4549,MX000001053,10
952,MX000001018,10
15536,MX000001014,10
986,MX000032016,10
987,MX000032030,10
22726,MX000032018,10
985,MX000032005,10
961,MX000010027,10
15547,MX000010012,10
962,MX000010049,10
4562,MX000010004,10
4557,MX000005024,10
8236,MX000010072,10
15546,MX000010009,10
15541,MX000005007,10
11906,MX000008171,10
11903,MX000005044,10
955,MX000005050,10
24390,USC00414609,10
13547,USC00411524,10
2686,USC00417624,10
20798,USC00410950,10
28522,USR0000TCHI,10
6324,USC00414950,10
27904,USC00411715,10
13581,USC00415674,10
24943,USR0000TPAN,10
27958,USC00416792,11
27970,USC00418714,11
21587,USW00022016,11
24437,USC00418924,11
17196,USC00410764,11
6314,USC00414051,11
9984,USC00414968,11
17276,USC00418926,11
13535,USC00410600,11
2681,USC00417264,11
959,MX000008031,11
10007,USC00417262,11
24434,USC00418715,11
17257,USC00416960,11
10002,USC00416959,11
6326,USC00415049,11
9987,USC00415048,11
17253,USC00416737,11
25042,USW00003032,11
27916,USC00412590,11
6357,USC00418022,11
27946,USC00415579,11
17211,USC00412593,11
2677,USC00416780,11
2667,USC00415589,11
17246,USC00415596,11
6276,USC00410176,11
13527,USC00410174,11
27950,USC00415854,11
27974,USC00419270,11
24374,USC00413262,11
10022,USC00418252,11
9996,USC00416104,11
9961,USC00413277,11
13533,USC00410482,11
9962,USC00413280,11
14377,USW00023091,11
24355,USC00410498,11
20834,USC00414770,11
20833,USC00414767,11
2669,USC00415707,11
24422,USC00417431,11
24378,USC00413680,11
20852,USC00416893,11
6295,USC00412082,11
24418,USC00416892,11
27895,USC00410538,11
20845,USC00415999,11
27951,USC00416000,11
10670,USW00003047,11
24405,USC00415888,11
27938,USC00414710,11
27906,USC00412084,11
2671,USC00415828,11
27959,USC00416932,11
28727,USW00023040,11
16779,USC00296191,12
3445,USW00023058,12
2220,USC00297534,12
8565,USC00024534,12
27498,USC00293946,12
23038,USC00027445,12
12212,USC00020683,12
15878,USC00026358,12
23035,USC00026716,12
12234,USC00026186,12
21642,USW00053025,12
1280,USC00020309,12
19457,USC00026706,12
20373,USC00293775,12
10773,USW00023045,12
8576,USC00026242,12
4906,USC00026353,12
20344,USC00290417,12
16784,USC00297060,12
1287,USC00021874,12
9524,USC00294782,12
23006,USC00020680,12
13999,USR0000ACHR,12
4884,USC00021664,12
3346,USW00003085,12
15860,USC00021870,12
13077,USC00290125,12
8553,USC00023096,12
19461,USC00027567,12
15865,USC00022648,12
20365,USC00293368,12
27483,USC00292442,12
9510,USC00292436,12
4924,USC00029334,12
10777,USW00023078,12
15886,USC00027560,12
2228,USC00298535,12
26544,USC00020690,12
16772,USC00294799,12
9525,USC00295079,12
19437,USC00021330,12
1282,USC00020958,12
4914,USC00027563,12
17656,USR0000AMUL,12
20363,USC00293225,12
9549,USC00299691,12
16750,USC00291279,12
26555,USC00023110,12
27491,USC00293157,12
28803,USW00093063,13
27521,USC00299199,13
10419,USR0000ANOO,13
9520,USC00293855,13
3072,USR0000ACOL,13
27514,USC00297340,13
1290,USC00022754,13
9517,USC00293448,13
9543,USC00298324,13
5828,USC00293265,13
13115,USC00298095,13
5854,USC00298325,13
4909,USC00027390,13
1309,USC00027388,13
12237,USC00026546,13
20367,USC00293533,13
2173,USC00291910,13
3521,USW00093084,13
25181,USW00053181,13
23936,USC00296854,13
10413,USR0000AGUT,13
2171,USC00291286,13
2196,USC00294506,13
3284,USS0008T01S,13
9521,USC00294009,13
13078,USC00290268,13
23931,USC00295754,13
23911,USC00291901,13
2192,USC00293615,13
10594,USS0007S03S,13
12218,USC00023150,13
27495,USC00293528,13
23015,USC00023144,13
1286,USC00021849,13
6739,USR0000ABLA,13
5859,USC00299128,13
20362,USC00292848,13
2194,USC00294146,13
20374,USC00293951,13
27489,USC00292945,13
2190,USC00293530,13
26558,USC00023635,13
7076,USW00023046,13
14443,USW00093045,13
12219,USC00023697,13
8560,USC00023698,13
21246,USR0000ATRA,13
27496,USC00293575,13
20368,USC00293577,13
8555,USC00023258,13
9551,USC00299806,13
4912,USC00027475,13
10409,USR0000ADRL,13
14206,USS0007S04S,13
24975,USS0008S08S,13
2689,USC00417921,14
14376,USW00023080,14
14373,USW00023044,14
9955,USC00412793,14
14374,USW00023055,14
14372,USW00023019,14
6305,USC00412794,14
2661,USC00414775,14
5852,USC00298127,14
6299,USC00412354,14
2674,USC00416502,14
2678,USC00417044,14
24944,USR0000TPIN,14
13595,USC00417481,14
28639,USW00003031,14
3248,USR0000TGUA,14
10771,USW00023023,14
24396,USC00414931,14
9953,USC00412485,14
14176,USR0000TMID,14
16778,USC00296119,14
16780,USC00296430,14
24406,USC00415891,14
5824,USC00291807,14
9503,USC00291721,14
27941,USC00415120,14
16753,USC00291532,14
23923,USC00294346,14
9531,USC00296281,14
16752,USC00291480,14
9537,USC00297172,14
25128,USW00023005,14
27482,USC00292365,14
2165,USC00290131,14
17191,USC00410250,14
9518,USC00293624,14
13082,USC00291140,14
18070,USW00093033,14
5823,USC00291469,14
13529,USC00410248,14
2233,USC00299569,14
27510,USC00296435,14
21592,USW00023039,14
5835,USC00294736,14
2215,USC00297028,14
18043,USW00053026,14
5821,USC00291153,14
13087,USC00292677,14
2234,USC00299660,14
17256,USC00416836,14
23930,USC00295710,14
23913,USC00293015,14
5836,USC00294747,14
3345,USW00003074,14
13098,USC00294426,14
13100,USC00294770,14
16795,USC00298872,14
13107,USC00296659,14
20375,USC00294028,14
23921,USC00294030,14
24431,USC00418201,14
17241,USC00415013,15
27499,USC00294026,15
24417,USC00416694,15
5817,USC00290600,15
16796,USC00299686,15
5831,USC00294112,15
7075,USW00023002,15
25173,USW00053002,15
2205,USC00295370,15
20342,USC00290200,15
17244,USC00415354,15
20379,USC00294512,15
27945,USC00415351,15
9513,USC00292865,15
20380,USC00295502,15
23907,USC00290199,15
6358,USC00418154,15
5841,USC00295960,15
5825,USC00291931,15
27912,USC00412408,15
23926,USC00295204,15
27479,USC00291933,15
9504,USC00291927,15
16766,USC00293174,15
2230,USC00299165,15
18042,USW00053015,15
27513,USC00297054,15
9519,USC00293792,15
16774,USC00295657,15
10028,USC00418818,15
17202,USC00411127,15
13591,USC00417074,15
13543,USC00411128,15
23945,USC00298713,15
10769,USW00023009,15
9545,USC00298838,15
16788,USC00297604,15
5829,USC00294093,15
13085,USC00291445,15
9502,USC00291446,15
16789,USC00297651,15
9535,USC00296803,15
5845,USC00296804,15
13113,USC00297649,15
13111,USC00297605,15
9522,USC00294089,15
10787,USW00023191,16
21262,USR0000CCAS,16
14067,USR0000CTAL,16
28430,USR0000CSBB,16
23147,USC00047836,16
21258,USR0000CBCN,16
19519,USC00044647,16
5000,USC00046175,16
24821,USR0000CELC,16
10859,USW00093101,16
26642,USC00042805,16
28807,USW00093184,16
3523,USW00093114,16
16008,USC00049087,16
8674,USC00047876,16
1389,USC00044303,16
5023,USC00047888,16
7155,USW00093113,16
26660,USC00045080,16
6809,USR0000CTM2,16
19525,USC00045082,16
21671,USW00093106,16
17908,USW00003122,16
6782,USR0000CFRE,16
14380,USW00023129,16
8666,USC00047326,16
1351,USC00040192,16
17910,USW00003166,16
21266,USR0000CCOA,16
3116,USR0000CCLK,16
23102,USC00042031,16
1438,USC00049847,16
10780,USW00023119,16
14280,USW00003167,16
19507,USC00042494,16
21598,USW00023174,16
15991,USC00047470,16
10678,USW00003171,16
5017,USC00047473,16
10679,USW00003179,16
3145,USR0000CSRI,16
14071,USR0000CWHH,16
6801,USR0000CSCI,16
26632,USC00042214,16
8675,USC00047953,16
21269,USR0000CDNO,17
21675,USW00093197,17
19563,USC00047950,17
4949,USC00040188,17
4996,USC00045790,17
17685,USR0000CLEO,17
5021,USC00047866,17
10862,USW00093134,17
10675,USW00003102,17
10459,USR0000CMAL,17
5005,USC00046458,17
15937,USC00042088,17
19571,USC00049152,17
23143,USC00047050,17
23109,USC00043120,17
4976,USC00043392,17
8625,USC00041779,17
10781,USW00023122,17
19561,USC00047785,17
14446,USW00093111,17
6803,USR0000CSFD,17
28391,USR0000CBEV,17
26615,USC00040410,17
16005,USC00048963,17
26698,USC00049158,17
1432,USC00049157,17
5019,USC00047723,17
10437,USR0000CCLA,17
5008,USC00046719,17
26672,USC00045781,17
23112,USC00043450,17
12349,USC00047776,17
8670,USC00047711,17
5028,USC00048210,17
1360,USC00040758,17
19537,USC00046256,17
26703,USC00049785,17
19568,USC00048904,17
12291,USC00041484,17
4948,USC00040144,17
19511,USC00043118,17
21263,USR0000CCHB,17
1404,USC00046569,17
4993,USC00045215,17
23152,USC00048213,17
21597,USW00023152,17
18073,USW00093110,17
1421,USC00047779,17
1405,USC00046572,17
6806,USR0000CTAN,17
21596,USW00023130,17
14068,USR0000CTHS,17
8614,USC00040327,17
28733,USW00023136,17
10444,USR0000CDVR,17
8656,USC00046006,17
14047,USR0000CLYT,17
5003,USC00046263,17
19469,USC00028494,18
23016,USC00023573,18
19538,USC00046319,18
28424,USR0000COKG,18
4915,USC00028641,18
28738,USW00023183,18
25207,USW00093105,18
14416,USW00053151,18
28806,USW00093140,18
4880,USC00021161,18
26566,USC00024977,18
8543,USC00020406,18
26570,USC00026476,18
26540,USC00020104,18
10475,USR0000CSRO,18
8561,USC00023852,18
1301,USC00026244,18
10779,USW00023111,18
12232,USC00025765,18
21254,USR0000CANZ,18
4918,USC00029095,18
26585,USC00028566,18
23032,USC00026246,18
1396,USC00045502,18
23012,USC00022462,18
23050,USC00029634,18
1291,USC00022787,18
26619,USC00040924,18
1292,USC00022790,18
21673,USW00093120,18
28734,USW00023158,18
3348,USW00003104,18
19453,USC00025282,18
8551,USC00022804,18
26629,USC00041738,18
12240,USC00026865,18
28413,USR0000CKEE,18
15848,USC00020660,18
12244,USC00027462,18
28737,USW00023172,18
3351,USW00003184,18
19513,USC00043855,18
1388,USC00044259,18
16003,USC00048655,18
16016,USC00049722,18
19548,USC00046630,18
19460,USC00027460,18
4969,USC00042410,18
1385,USC00043896,18
21267,USR0000CCRT,18
12259,USC00029464,18
15962,USC00044208,18
15963,USC00044211,18
10452,USR0000CJFL,18
4911,USC00027453,18
5009,USC00046818,18
12340,USC00046816,18
8672,USC00047810,19
26685,USC00047813,19
19535,USC00045978,19
1373,USC00042598,19
8586,USC00029223,19
1408,USC00046635,19
25209,USW00093138,19
26548,USC00021361,19
1298,USC00024770,19
7082,USW00023156,19
3109,USR0000CBEU,19
23007,USC00020949,19
8538,USC00020060,19
15897,USC00029287,19
15856,USC00021353,19
19492,USC00040607,19
28416,USR0000CLHO,19
8653,USC00045863,19
4883,USC00021356,19
19554,USC00047279,19
1415,USC00047306,19
24838,USR0000CRIC,19
8652,USC00045629,19
24831,USR0000CMCB,19
19532,USC00045860,19
6753,USR0000ASMI,19
3083,USR0000AHUM,19
1431,USC00049102,19
14075,USR0000CYUC,19
12361,USC00049099,19
12370,USC00049888,19
23149,USC00047894,19
19518,USC00044405,19
23118,USC00044297,19
19456,USC00026250,19
15923,USC00040174,19
3100,USR0000ASTA,19
26582,USC00028184,19
1288,USC00022020,19
15997,USC00048105,19
3117,USR0000CCON,19
17660,USR0000ASUN,19
23004,USC00020097,19
3074,USR0000ACRO,19
15862,USC00022329,19
14027,USR0000CBUR,19
26705,USC00049884,19
12207,USC00020100,19
16001,USC00048479,19
26692,USC00048476,19
19494,USC00040742,19
23091,USC00040741,19
23123,USC00044671,19
19542,USC00046465,20
1426,USC00048662,20
1429,USC00049047,20
12294,USC00041679,20
8678,USC00048660,20
24810,USR0000CCLE,20
16009,USC00049285,20
23146,USC00047759,20
23135,USC00045823,20
10471,USR0000CSIV,20
21283,USR0000CLTU,20
15928,USC00040798,20
23151,USC00047957,20
1406,USC00046602,20
24813,USR0000CCP9,20
1401,USC00046165,20
3150,USR0000CWIL,20
12334,USC00046162,20
15977,USC00046161,20
10785,USW00023180,20
6795,USR0000CPIR,20
10830,USW00053152,20
23150,USC00047902,20
14061,USR0000CSAU,20
14384,USW00023190,20
14034,USR0000CDVA,20
7156,USW00093124,20
3106,USR0000CACT,20
19541,USC00046399,20
17692,USR0000COJA,20
3136,USR0000CMNC,20
6807,USR0000CTE2,20
8629,USC00042516,20
24845,USR0000CTEM,20
26647,USC00043402,20
21281,USR0000CLOP,20
