,station,id
16795,USC00298872,526
13107,USC00296659,526
20375,USC00294028,526
23921,USC00294030,526
24431,USC00418201,526
17241,USC00415013,527
27499,USC00294026,527
24417,USC00416694,527
5817,USC00290600,527
16796,USC00299686,527
5831,USC00294112,527
7075,USW00023002,527
25173,USW00053002,527
2205,USC00295370,527
20342,USC00290200,527
17244,USC00415354,527
20379,USC00294512,527
27945,USC00415351,527
9513,USC00292865,527
20380,USC00295502,527
23907,USC00290199,527
6358,USC00418154,527
5841,USC00295960,527
5825,USC00291931,527
27912,USC00412408,527
23926,USC00295204,527
27479,USC00291933,527
9504,USC00291927,527
16766,USC00293174,527
2230,USC00299165,527
18042,USW00053015,527
27513,USC00297054,527
9519,USC00293792,527
16774,USC00295657,527
10028,USC00418818,527
17202,USC00411127,527
13591,USC00417074,527
13543,USC00411128,527
23945,USC00298713,527
10769,USW00023009,527
9545,USC00298838,527
16788,USC00297604,527
5829,USC00294093,527
13085,USC00291445,527
9502,USC00291446,527
16789,USC00297651,527
9535,USC00296803,527
5845,USC00296804,527
13113,USC00297649,527
13111,USC00297605,527
9522,USC00294089,527
10787,USW00023191,528
21262,USR0000CCAS,528
14067,USR0000CTAL,528
28430,USR0000CSBB,528
23147,USC00047836,528
21258,USR0000CBCN,528
19519,USC00044647,528
5000,USC00046175,528
24821,USR0000CELC,528
10859,USW00093101,528
26642,USC00042805,528
28807,USW00093184,528
3523,USW00093114,528
16008,USC00049087,528
8674,USC00047876,528
1389,USC00044303,528
5023,USC00047888,528
7155,USW00093113,528
26660,USC00045080,528
6809,USR0000CTM2,528
19525,USC00045082,528
21671,USW00093106,528
17908,USW00003122,528
6782,USR0000CFRE,528
14380,USW00023129,528
8666,USC00047326,528
1351,USC00040192,528
17910,USW00003166,528
21266,USR0000CCOA,528
3116,USR0000CCLK,528
23102,USC00042031,528
1438,USC00049847,528
10780,USW00023119,528
14280,USW00003167,528
19507,USC00042494,528
21598,USW00023174,528
15991,USC00047470,528
10678,USW00003171,528
5017,USC00047473,528
10679,USW00003179,528
3145,USR0000CSRI,528
14071,USR0000CWHH,528
6801,USR0000CSCI,528
26632,USC00042214,528
8675,USC00047953,528
21269,USR0000CDNO,529
21675,USW00093197,529
19563,USC00047950,529
4949,USC00040188,529
4996,USC00045790,529
17685,USR0000CLEO,529
5021,USC00047866,529
10862,USW00093134,529
10675,USW00003102,529
10459,USR0000CMAL,529
5005,USC00046458,529
15937,USC00042088,529
19571,USC00049152,529
23143,USC00047050,529
23109,USC00043120,529
4976,USC00043392,529
8625,USC00041779,529
10781,USW00023122,529
19561,USC00047785,529
14446,USW00093111,529
6803,USR0000CSFD,529
28391,USR0000CBEV,529
26615,USC00040410,529
16005,USC00048963,529
26698,USC00049158,529
1432,USC00049157,529
5019,USC00047723,529
10437,USR0000CCLA,529
5008,USC00046719,529
26672,USC00045781,529
23112,USC00043450,529
12349,USC00047776,529
8670,USC00047711,529
5028,USC00048210,529
1360,USC00040758,529
19537,USC00046256,529
26703,USC00049785,529
19568,USC00048904,529
12291,USC00041484,529
4948,USC00040144,529
19511,USC00043118,529
21263,USR0000CCHB,529
1404,USC00046569,529
4993,USC00045215,529
23152,USC00048213,529
21597,USW00023152,529
18073,USW00093110,529
1421,USC00047779,529
1405,USC00046572,529
6806,USR0000CTAN,529
21596,USW00023130,529
14068,USR0000CTHS,529
8614,USC00040327,529
28733,USW00023136,529
10444,USR0000CDVR,529
8656,USC00046006,529
14047,USR0000CLYT,529
5003,USC00046263,529
19469,USC00028494,530
23016,USC00023573,530
19538,USC00046319,530
28424,USR0000COKG,530
4915,USC00028641,530
28738,USW00023183,530
25207,USW00093105,530
14416,USW00053151,530
28806,USW00093140,530
4880,USC00021161,530
26566,USC00024977,530
8543,USC00020406,530
26570,USC00026476,530
26540,USC00020104,530
10475,USR0000CSRO,530
8561,USC00023852,530
1301,USC00026244,530
10779,USW00023111,530
12232,USC00025765,530
21254,USR0000CANZ,530
4918,USC00029095,530
26585,USC00028566,530
23032,USC00026246,530
1396,USC00045502,530
23012,USC00022462,530
23050,USC00029634,530
1291,USC00022787,530
26619,USC00040924,530
1292,USC00022790,530
21673,USW00093120,530
28734,USW00023158,530
3348,USW00003104,530
19453,USC00025282,530
8551,USC00022804,530
26629,USC00041738,530
12240,USC00026865,530
28413,USR0000CKEE,530
15848,USC00020660,530
12244,USC00027462,530
28737,USW00023172,530
3351,USW00003184,530
19513,USC00043855,530
1388,USC00044259,530
16003,USC00048655,530
16016,USC00049722,530
19548,USC00046630,530
19460,USC00027460,530
4969,USC00042410,530
1385,USC00043896,530
21267,USR0000CCRT,530
12259,USC00029464,530
15962,USC00044208,530
15963,USC00044211,530
10452,USR0000CJFL,530
4911,USC00027453,530
5009,USC00046818,530
12340,USC00046816,530
8672,USC00047810,531
26685,USC00047813,531
19535,USC00045978,531
1373,USC00042598,531
8586,USC00029223,531
1408,USC00046635,531
25209,USW00093138,531
26548,USC00021361,531
1298,USC00024770,531
7082,USW00023156,531
3109,USR0000CBEU,531
23007,USC00020949,531
8538,USC00020060,531
15897,USC00029287,531
15856,USC00021353,531
19492,USC00040607,531
28416,USR0000CLHO,531
8653,USC00045863,531
4883,USC00021356,531
19554,USC00047279,531
1415,USC00047306,531
24838,USR0000CRIC,531
8652,USC00045629,531
24831,USR0000CMCB,531
19532,USC00045860,531
6753,USR0000ASMI,531
3083,USR0000AHUM,531
1431,USC00049102,531
14075,USR0000CYUC,531
12361,USC00049099,531
12370,USC00049888,531
23149,USC00047894,531
19518,USC00044405,531
23118,USC00044297,531
19456,USC00026250,531
15923,USC00040174,531
3100,USR0000ASTA,531
26582,USC00028184,531
1288,USC00022020,531
15997,USC00048105,531
3117,USR0000CCON,531
17660,USR0000ASUN,531
23004,USC00020097,531
3074,USR0000ACRO,531
15862,USC00022329,531
14027,USR0000CBUR,531
26705,USC00049884,531
12207,USC00020100,531
16001,USC00048479,531
26692,USC00048476,531
19494,USC00040742,531
23091,USC00040741,531
23123,USC00044671,531
19542,USC00046465,532
1426,USC00048662,532
1429,USC00049047,532
12294,USC00041679,532
8678,USC00048660,532
24810,USR0000CCLE,532
16009,USC00049285,532
23146,USC00047759,532
23135,USC00045823,532
10471,USR0000CSIV,532
21283,USR0000CLTU,532
15928,USC00040798,532
23151,USC00047957,532
1406,USC00046602,532
24813,USR0000CCP9,532
1401,USC00046165,532
3150,USR0000CWIL,532
12334,USC00046162,532
15977,USC00046161,532
10785,USW00023180,532
6795,USR0000CPIR,532
10830,USW00053152,532
23150,USC00047902,532
14061,USR0000CSAU,532
14384,USW00023190,532
14034,USR0000CDVA,532
7156,USW00093124,532
3106,USR0000CACT,532
19541,USC00046399,532
17692,USR0000COJA,532
3136,USR0000CMNC,532
6807,USR0000CTE2,532
8629,USC00042516,532
24845,USR0000CTEM,532
26647,USC00043402,532
21281,USR0000CLOP,532
